"STATE_ABBR","mean","Year"
"AK",0.00109081631716417,1990
"AL",0.683971097689937,1990
"AR",0.00744066223249597,1990
"AZ",0.00841227979678606,1990
"CA",0.0370227288270236,1990
"CO",0.0331151168242873,1990
"CT",0.0720512807751313,1990
"DC",0.0232009853943367,1990
"FL",0.0331431156016001,1990
"HI",0.00170237623287093,1990
"IA",0.190983608365059,1990
"ID",0.130181816728278,1990
"IL",0.0860339301382872,1990
"IN",0.261539278125327,1990
"KS",0.0120658042643055,1990
"LA",0.0313856140203905,1990
"MA",0.0363865542233366,1990
"MD",0.0324617940684985,1990
"ME",0.020406474996923,1990
"MI",0.0167402190303287,1990
"MN",0.519412473306667,1990
"MO",0.513900430260704,1990
"MS",0.0700000002980232,1990
"MT",0.508070030385347,1990
"NE",0.746749995625578,1990
"NJ",0.119590238827574,1990
"NM",0.0792946857996375,1990
"NV",0.00120779220770754,1990
"NY",0.146693787162782,1990
"OH",0.210624746154299,1990
"OK",0.0262413793612785,1990
"OR",0.00143783783612496,1990
"PA",0.499339035087197,1990
"PR",0.0117870721852711,1990
"SC",0.0243551913328225,1990
"SD",0.00127711538404513,1990
"TN",0.630534491260594,1990
"TX",0.13303173206415,1990
"UT",0.0233058529858453,1990
"VA",0.0314008811446453,1990
"VI",0.00108555555925705,1990
"VT",0.018095237690778,1990
"WA",0.131120939741899,1990
"WI",0.0595798309141097,1990
"WV",0.0293131864906012,1990
"WY",0.00133583333129839,1990
"AK",0.000937403845735109,1991
"AL",0.578959946388957,1991
"AR",0.0113650534710026,1991
"AZ",0.0126340294073518,1991
"CA",0.0703557342128301,1991
"CO",0.0314282919524678,1991
"CT",0.0669999990612268,1991
"DC",0.0230983811892944,1991
"FL",0.171375618245605,1991
"GA",0.00177083333498255,1991
"HI",0.00172308476590473,1991
"IA",0.185593223041397,1991
"ID",0.0840740734021421,1991
"IL",0.326936263258777,1991
"IN",0.199185568249834,1991
"KS",0.013249854809393,1991
"KY",0.00273531248421932,1991
"LA",0.0225677054940008,1991
"MA",0.0148093840189256,1991
"MD",0.0304605263319038,1991
"ME",0.0150918530663475,1991
"MI",0.0130722473491897,1991
"MN",0.330092260952447,1991
"MO",0.790366825971629,1991
"MS",0.0700000002980232,1991
"MT",0.432454422097185,1991
"NE",0.742528000342846,1991
"NJ",0.256069279835367,1991
"NM",0.0585956437937399,1991
"NV",0.00123837209058936,1991
"NY",0.163637663995045,1991
"OH",0.101948999514182,1991
"OK",0.0316746574539487,1991
"OR",0.00120499999748598,1991
"PA",0.358236962983549,1991
"PR",0.00852272714572874,1991
"SC",0.0178407080187174,1991
"SD",0.00135650485301915,1991
"TN",0.739097293898417,1991
"TX",0.0824433957833167,1991
"UT",0.0206640223726588,1991
"VA",0.0200863359342819,1991
"VI",0.00122117647243773,1991
"VT",0.00279724137287523,1991
"WA",0.0982982248418866,1991
"WI",0.123897259314991,1991
"WV",0.0223697620006018,1991
"WY",0.00121945945791447,1991
"AK",0.000444134616093204,1992
"AL",0.00255701298426305,1992
"AR",0.000674354244965194,1992
"AZ",0.00868382622387932,1992
"CA",0.0272072741877348,1992
"CO",0.0381935004199483,1992
"DC",0.0272552279853507,1992
"FL",0.0942515174094848,1992
"GA",0.00167552082772697,1992
"HI",0.00129578949085235,1992
"IA",0.158888891504871,1992
"ID",0.0179204444058996,1992
"IL",0.285191872729405,1992
"IN",0.187040713509224,1992
"KS",0.00874844547357187,1992
"KY",0.00283495145533415,1992
"LA",0.0379161146915544,1992
"MA",0.0153795377760142,1992
"MD",0.0258645833398785,1992
"ME",0.0164878330869085,1992
"MI",0.0121622465001695,1992
"MN",0.219091486969254,1992
"MO",1.80368292750703,1992
"MS",0.017081967242001,1992
"MT",0.707845938186484,1992
"NE",1.30057017097239,1992
"NJ",0.13373056745447,1992
"NM",0.06230260880201,1992
"NV",0.00054886792542057,1992
"NY",0.0856302868058241,1992
"OH",2.49983740157667,1992
"OK",0.0166711409407474,1992
"OR",0.000756300000284682,1992
"PA",0.46557081786207,1992
"PR",0.0396491229664861,1992
"SC",0.0214782609927624,1992
"SD",0.00088049019919423,1992
"TN",0.499973163707646,1992
"TX",0.061705159411588,1992
"UT",0.0188915215530078,1992
"VA",0.0105240501660673,1992
"VI",0.000699213486043161,1992
"VT",0.00188217821198465,1992
"WA",0.0892577304476382,1992
"WI",0.18350581399999,1992
"WV",0.0249938492636676,1992
"WY",0.000661846154252999,1992
"AK",0.000440297031511165,1993
"AL",0.00257922221854743,1993
"AR",0.0005490035572656,1993
"AZ",0.00839453214001651,1993
"CA",0.0151770323867921,1993
"CO",0.0311905787790369,1993
"DC",0.0173936878724836,1993
"FL",0.0685223938117712,1993
"GA",0.00130447917035781,1993
"HI",0.00121175611415444,1993
"IA",0.248113209908863,1993
"ID",0.0121331300184332,1993
"IL",0.227521067423736,1993
"IN",0.220149123093765,1993
"KS",0.00624302789244502,1993
"KY",0.0027795999951195,1993
"LA",0.0238805969602176,1993
"MA",0.00531353128354738,1993
"MD",0.0222714286555337,1993
"ME",0.0109667262548451,1993
"MI",0.0100331740520831,1993
"MN",0.136923922587587,1993
"MO",2.90574128855001,1993
"MS",0.00819672128094024,1993
"MT",1.18812063735282,1993
"NE",1.18157441593789,1993
"NJ",0.0617982151451392,1993
"NM",0.0484993242305234,1993
"NV",0.000420634920403014,1993
"NY",0.0674757276387421,1993
"OH",3.50201368094408,1993
"OK",0.0219023569176594,1993
"OR",0.000760563382230007,1993
"PA",0.453570257075548,1993
"PR",0.00189655171386127,1993
"SC",0.044640993682656,1993
"SD",0.000600769230914011,1993
"TN",0.418382764341748,1993
"TX",0.0684944176116191,1993
"UT",0.0201520314858067,1993
"VA",0.00999491881078656,1993
"VI",0.000478775511918666,1993
"VT",0.00175531249563695,1993
"WA",0.0523219086771309,1993
"WI",0.153643748833565,1993
"WV",0.0177957880262085,1993
"WY",0.000399770643700922,1993
"AK",0.000387352941770052,1994
"AL",0.00283452054511194,1994
"AR",0.00132838235517471,1994
"AZ",0.00861012139458417,1994
"CA",0.014100131366161,1994
"CO",0.0145782203042113,1994
"DC",0.0128754814996177,1994
"FL",0.0515926100558972,1994
"GA",0.00154102041058798,1994
"HI",0.00012948863691649,1994
"IA",0.308333337803682,1994
"ID",0.0104705309186746,1994
"IL",0.267893365436562,1994
"IN",0.416610757213824,1994
"KS",0.0058075729381781,1994
"KY",0.00301794871801319,1994
"LA",0.0329330542955789,1994
"MA",0,1994
"MD",0.0229161074072523,1994
"ME",0.00229743363006572,1994
"MI",0.012161768508096,1994
"MN",0.0372021657414588,1994
"MO",2.13568330130179,1994
"MS",0.00101694916138204,1994
"MT",1.75744981393491,1994
"NC",0.00126291667220357,1994
"NE",1.37376738427026,1994
"NJ",0.0526145555019698,1994
"NM",0.0177951186394686,1994
"NV",0.000434558825266625,1994
"NY",0.0460806256949396,1994
"OH",0.605611109557665,1994
"OK",0.00967253517674308,1994
"OR",0.0410636095685766,1994
"PA",0.481864463241986,1994
"SC",0.0720909571717244,1994
"SD",0.0007331428535205,1994
"TN",0.407157015672187,1994
"TX",0.0557216888324541,1994
"UT",0.0161971199972672,1994
"VA",0.0117245244055126,1994
"VI",0.000541358025432679,1994
"VT",0.00255308139914928,1994
"WA",0.0618505119990271,1994
"WI",0.16040588227265,1994
"WV",0.0225174673338291,1994
"WY",0.000418415841819963,1994
"AK",0.000495490196258556,1995
"AL",0.00334610390876021,1995
"AR",0.00228999999580109,1995
"AZ",0.00943802447646571,1995
"CA",0.0121713938783752,1995
"CO",0.0124361197496549,1995
"DC",0.0145279195145219,1995
"FL",0.166534927823386,1995
"GA",0.0019695098111269,1995
"HI",0.000689896382150178,1995
"IA",0.2682243006948,1995
"ID",0.0134608714731866,1995
"IL",0.275523689791486,1995
"IN",0.220579240674285,1995
"KS",0.00559420290925611,1995
"KY",0.00371289999922737,1995
"LA",0.0479447982069342,1995
"MA",0,1995
"MD",0.0228647058528355,1995
"ME",0.00246063158219362,1995
"MI",0.00796776961129064,1995
"MN",0.118874764590317,1995
"MO",1.67898688161878,1995
"MS",0.0381666663723687,1995
"MT",1.37067212916494,1995
"NC",0.00199000001192049,1995
"NE",2.11308290321534,1995
"NH",0.00250322582958747,1995
"NJ",0.0387358398728566,1995
"NM",0.0217765616432048,1995
"NV",0.000471909547608694,1995
"NY",0.0411153308622822,1995
"OK",0.0111541501485665,1995
"OR",0.0308549213992535,1995
"PA",0.372417160492088,1995
"SC",0.0151754912729165,1995
"SD",0.000819611650477932,1995
"TN",0.412230434555802,1995
"TX",0.0763138508868791,1995
"UT",0.0135416229567221,1995
"VA",0.0100350422019145,1995
"VI",0.000724642856636949,1995
"VT",0.00287253845308442,1995
"WA",0.0524380275234257,1995
"WI",0.227704761957838,1995
"WV",0.02029786311811,1995
"WY",0.000448707484229956,1995
"AK",0.000615480772816787,1996
"AL",0.00341930233218252,1996
"AR",0.00249647058537413,1996
"AZ",0.010245759746103,1996
"CA",0.0110390072371546,1996
"CO",0.0120146115948974,1996
"DC",0.00930705993174008,1996
"FL",0.178453671929456,1996
"GA",0.00193058252668017,1996
"HI",0.00398178635257727,1996
"IA",0.221828939606909,1996
"ID",0.00876753589137997,1996
"IL",0.186013279673652,1996
"IN",0.158750612162109,1996
"KS",0.00637082727411595,1996
"KY",0.00408029410869394,1996
"LA",0.0367176394548564,1996
"MD",0.0226721306804751,1996
"ME",0.00259860696410644,1996
"MI",0.0118842038660312,1996
"MN",0.151570448636608,1996
"MO",1.91163513979565,1996
"MS",0.000732383823820523,1996
"MT",0.77211393873889,1996
"NC",0.0261463835207188,1996
"NE",1.44013411027111,1996
"NH",0.00256615386919853,1996
"NJ",0.0287583343366448,1996
"NM",0.0189009937129759,1996
"NV",0.000581182798502782,1996
"NY",0.0420003167973923,1996
"OK",0.0201651496546609,1996
"OR",0.000629035537270002,1996
"PA",0.424168183162347,1996
"SC",0.00570784444150647,1996
"SD",0.00108166666890896,1996
"TN",0.262399915392717,1996
"TX",0.0618702669694137,1996
"UT",0.00707650404846867,1996
"VA",0.00834191453542366,1996
"VI",0.00106317072996029,1996
"VT",0.00271219779944539,1996
"WA",0.0605310373720087,1996
"WI",0.232359935047811,1996
"WV",0.0176471307899325,1996
"WY",0.000624826390801698,1996
"AK",0.000544399997888831,1997
"AL",0.00341315786589117,1997
"AR",0.00227355769143637,1997
"AZ",0.00540048962184966,1997
"CA",0.00975627648572389,1997
"CO",0.00675820638690056,1997
"DC",0.00786421377801988,1997
"FL",0.143783560611556,1997
"GA",0.00204191918336702,1997
"HI",0.00611776606458638,1997
"IA",0.0647378219444244,1997
"ID",0.00927099957916983,1997
"IL",0.170550953728282,1997
"IN",0.177097168139305,1997
"KS",0.0131574981349624,1997
"KY",0.00431380001013167,1997
"LA",0.0267972990911657,1997
"MD",0,1997
"ME",0.00229936585216442,1997
"MI",0.01304778338041,1997
"MN",0.054932603259703,1997
"MO",0.620566844469142,1997
"MS",0.0127742468006909,1997
"MT",0.274206826462428,1997
"NC",0.0212679114870813,1997
"NE",0.468075706704362,1997
"NH",0.00245200000063051,1997
"NJ",0.0290142126142892,1997
"NM",0.0176142720956911,1997
"NV",0.00057923976397986,1997
"NY",0.0542472228266483,1997
"OK",0.00279559311456978,1997
"OR",0.000657897434818248,1997
"PA",0.36779383585126,1997
"PR",0,1997
"SC",0.00604098093172623,1997
"SD",0.000828857145582636,1997
"TN",0.269025451294068,1997
"TX",0.0524123320024499,1997
"UT",0.0103305582321246,1997
"VA",0.00681083924836569,1997
"VI",0.000845113626796361,1997
"VT",0.00276600001056472,1997
"WA",0.0564567713112963,1997
"WI",0.16188776395707,1997
"WV",0.0148117596172919,1997
"WY",0.000492745762349548,1997
"AK",0.000428383838916856,1998
"AL",0.00294555556417132,1998
"AR",0.00196485437065119,1998
"AZ",0.00135980879507418,1998
"CA",0.0101515177511511,1998
"CO",0.0114726684403128,1998
"DC",0.00794221594165773,1998
"FL",0.0582674887864561,1998
"GA",0.00156134020803573,1998
"HI",0.000339795918915449,1998
"IA",0.00179121731701544,1998
"ID",0.00971899935822823,1998
"IL",0.139798078541384,1998
"IN",0.196576999343882,1998
"KS",0.00361527149375957,1998
"KY",0.0032473076957663,1998
"LA",0.0399590851495672,1998
"MA",0.0194846822755275,1998
"MD",0,1998
"ME",0.00168945545032113,1998
"MI",0.0154037685914105,1998
"MN",0.0220942410235944,1998
"MO",0.775120954857865,1998
"MT",0.344672399703837,1998
"NC",0.00133311827773459,1998
"NE",0.0925294555378176,1998
"NH",0.001651666667645,1998
"NJ",0.0190487902095979,1998
"NM",0.00408627634174011,1998
"NV",0.000495242716743694,1998
"NY",0.053846830741791,1998
"OR",0.000488071067307173,1998
"PA",0.231892376423867,1998
"PR",0.00676846256479621,1998
"SC",0.00856235042755103,1998
"SD",0.000882912623849743,1998
"TN",0.329581171861415,1998
"TX",0.063037978903398,1998
"UT",0.0122850335895642,1998
"VA",0.00717636496206151,1998
"VI",0.000622933333312782,1998
"VT",0.0021596969766166,1998
"WA",0.0699947977434674,1998
"WV",0.00255884613887667,1998
"WY",0.000430992908808006,1998
"AK",0.000594901958453085,1999
"AL",0.0232800497360586,1999
"AR",0.0018500000058504,1999
"AZ",0.00125175847275941,1999
"CA",0.0116684284184388,1999
"CO",0.00904354193027959,1999
"DC",0.00958804895368512,1999
"FL",0.0560135577346154,1999
"GA",0.00486669367997021,1999
"HI",0.000281294118373326,1999
"ID",0.00481815563308269,1999
"IL",0.235397867249844,1999
"IN",0.125569385337421,1999
"KY",0.00255156862783456,1999
"LA",0.019761150905483,1999
"MA",0.0183727788044361,1999
"MD",0,1999
"ME",0.00183377550630973,1999
"MI",0.0109645869098279,1999
"MN",0.059697219792061,1999
"MO",0.740895310030175,1999
"MS",0.000598290584917761,1999
"MT",0.321663783815807,1999
"NC",0.00139322033807067,1999
"ND",0.000246000007609837,1999
"NE",0.23634467251309,1999
"NH",0.00144023809532103,1999
"NJ",0.0308519578221339,1999
"NM",0.000774668988800942,1999
"NV",0.000479393940108224,1999
"NY",0.0633595439749548,1999
"OR",0.00121516393316045,1999
"PA",0.288263205042101,1999
"PR",0.0184593248025825,1999
"SC",0.00562577510581491,1999
"SD",0.000615742571993689,1999
"TN",0.185068264120563,1999
"TX",0.0631496598974561,1999
"UT",0.00966210171413927,1999
"VA",0.00256783920226165,1999
"VI",0.000552533332374878,1999
"VT",0.00214306817460138,1999
"WA",0.0102255932874941,1999
"WV",0.00212656863218666,1999
"WY",0.000443892617638249,1999
"AK",0.000215980393120702,2000
"AL",0.0156497536926047,2000
"AR",0.00120441379248373,2000
"AZ",0.00134544615305808,2000
"CA",0.0100266286558643,2000
"CO",0.0125030298202711,2000
"DC",0.00403622446797921,2000
"FL",0.0855335154980548,2000
"GA",0.00334167864124479,2000
"HI",0.000272765956903273,2000
"ID",0.00836174294879813,2000
"IL",0.168071014867806,2000
"IN",0.111624105706011,2000
"KY",0.00771235541835125,2000
"LA",0.063425521051613,2000
"MA",0.00797354461974464,2000
"MD",0.000160634924199373,2000
"ME",0.00142524272461424,2000
"MI",0.00810848619213038,2000
"MN",0.0363918431076296,2000
"MO",0.551451842934843,2000
"MS",0.00135922327058987,2000
"MT",0.280358928459982,2000
"NC",0.00106178743741278,2000
"ND",0.0014038965518482,2000
"NE",0.0387436988770903,2000
"NH",0.000852456144026579,2000
"NJ",0.0255469182824477,2000
"NM",0.00043721649578317,2000
"NV",0.000495988022859144,2000
"NY",0.0368424238291095,2000
"OH",0.00741000007838011,2000
"OR",0.00417832527350898,2000
"PA",0.0647658057872553,2000
"PR",0.00830426740126227,2000
"SC",0.0080812901228038,2000
"SD",0.000469153439774697,2000
"TN",0.24162149624104,2000
"TX",0.0474784702120696,2000
"UT",0.00576179784301767,2000
"VA",0.00261298779408141,2000
"VI",0.000355818181163737,2000
"VT",0.00156343137439085,2000
"WA",0.00300948031201517,2000
"WI",0.0138554000554399,2000
"WV",0.00185049999563489,2000
"WY",0.000321270719442153,2000
"AK",0.000347440474667694,2001
"AL",0.0109283111664662,2001
"AR",0.00126052631494705,2001
"AZ",0.00152677256471182,2001
"CA",0.0105966880932166,2001
"CO",0.00894754382540783,2001
"CT",0.00193500000568747,2001
"DC",0.00762043316337221,2001
"DE",0.00399761194703795,2001
"FL",0.0429226247444917,2001
"GA",0.00294984520304362,2001
"HI",0.000324000000749271,2001
"IA",0.00661520620370848,2001
"ID",0.00575198352621016,2001
"IL",0.121931113544247,2001
"IN",0.116193728839554,2001
"KS",0.00435388891330351,2001
"KY",0.00502019664218987,2001
"LA",0.0124971990424693,2001
"MA",0.00404955787402846,2001
"MD",0.00317906735205484,2001
"ME",0.00186124999765499,2001
"MI",0.0113787199115093,2001
"MN",0.0137859275132498,2001
"MO",0.727485021279651,2001
"MS",0.0019176557623356,2001
"MT",0.0497955304033495,2001
"NC",0.0019193540681336,2001
"ND",0.00128060422640426,2001
"NE",0.0305754596281397,2001
"NH",0.00195479166783722,2001
"NJ",0.0190637639951679,2001
"NM",0.00082490593141108,2001
"NV",0.00093239725981831,2001
"NY",0.0185741634006358,2001
"OH",0.0090426666662097,2001
"OK",0.00330846153866822,2001
"OR",0.00243768024959316,2001
"PA",0.0430766434639537,2001
"PR",0.00283616928130849,2001
"RI",0.011489495120179,2001
"SC",0.00443353205265022,2001
"SD",0.000621483253223741,2001
"TN",0.194834133864021,2001
"TX",0.0912926419034367,2001
"UT",0.00412071013644528,2001
"VA",0.00279078616293179,2001
"VI",0.000541388889999965,2001
"VT",0.00232635483715116,2001
"WA",0.00232096596781779,2001
"WI",0.00752343831996189,2001
"WV",0.0016882758620717,2001
"WY",0.000458009481102877,2001
"AK",0.00153625000169032,2002
"AL",0.00894482502206404,2002
"AR",0.00193625352150493,2002
"AZ",0.00164730283325877,2002
"CA",0.00549878008564489,2002
"CO",0.00931161389182998,2002
"CT",0.00220711863800978,2002
"DC",0.00296545023136451,2002
"DE",0.00364263158183332,2002
"FL",0.0466459934081634,2002
"GA",0.00739614054594126,2002
"HI",0.00057355440367246,2002
"IA",0.0049573130094752,2002
"ID",0.00342329354342957,2002
"IL",0.0170572029705785,2002
"IN",0.0912355769856153,2002
"KS",0.00250075631473529,2002
"KY",0.0037704896874613,2002
"LA",0.0108055207364157,2002
"MA",0.00304265204296612,2002
"MD",0.00463807202550786,2002
"ME",0.00160533136970896,2002
"MI",0.00753019785013914,2002
"MN",0.0105662279992469,2002
"MO",0.4379050148249,2002
"MS",0.00217814726927572,2002
"MT",0.00082153139536614,2002
"NC",0.0022557104518282,2002
"ND",0.00139874156822484,2002
"NE",0.00975296389951836,2002
"NH",0.00288563024706481,2002
"NJ",0.0101328180368368,2002
"NM",0.0010919147048202,2002
"NV",0.00136486187723812,2002
"NY",0.0127388057178417,2002
"OH",0.00895109482947152,2002
"OK",0.00228196796293139,2002
"OR",0.00220560550596286,2002
"PA",0.0255893203200541,2002
"PR",0.00547065224225716,2002
"RI",0.00980643659675009,2002
"SC",0.00243472661462639,2002
"SD",0.000943263160169999,2002
"TN",0.141295473583976,2002
"TX",0.0183092738423238,2002
"UT",0.00495418317414505,2002
"VA",0.00311825502358749,2002
"VI",0.000763627451484425,2002
"VT",0.00201434782723916,2002
"WA",0.00197541344074396,2002
"WI",0.00488368900025509,2002
"WV",0.00158473214391311,2002
"WY",0.000430219378207437,2002
"AK",0.0011849659841468,2003
"AL",0.00753719619249735,2003
"AR",0.00191080940097957,2003
"AZ",0.00166552833437874,2003
"CA",0.00500613582669327,2003
"CO",0.0102468202969706,2003
"CT",0.00252444444647158,2003
"DC",0.00265253520489191,2003
"DE",0.00469975066496782,2003
"FL",0.0374568300710335,2003
"GA",0.00271023546213893,2003
"HI",0.000804038291022627,2003
"IA",0.00359011037186952,2003
"ID",0.00105667692291228,2003
"IL",0.0209851780792453,2003
"IN",0.0896318059488736,2003
"KS",0.00231094936867437,2003
"KY",0.00343658863510327,2003
"LA",0.00209077539413537,2003
"MA",0.00314300693364579,2003
"MD",0.00336347517234617,2003
"ME",0.00150818051511814,2003
"MI",0.0088120404694925,2003
"MN",0.0046223399732631,2003
"MO",0.429155474621363,2003
"MS",0.00217358312874297,2003
"MT",0.000624695652701847,2003
"NC",0.00174777201986113,2003
"ND",0.00116652654588482,2003
"NE",0.00121572222623298,2003
"NH",0.00273550018781001,2003
"NJ",0.00586970354684546,2003
"NM",0.000861412475065945,2003
"NV",0.00103648936188968,2003
"NY",0.0124093063065222,2003
"OH",0.00754789158034612,2003
"OK",0.00175950930405774,2003
"OR",0.00182542207339927,2003
"PA",0.0271016261148604,2003
"PR",0.0016251536685035,2003
"RI",0.00451865904642546,2003
"SC",0.00252731394908102,2003
"SD",0.000868062283295919,2003
"TN",0.0953249824959969,2003
"TX",0.0210295870963176,2003
"UT",0.00534336567403828,2003
"VA",0.0030352125296147,2003
"VI",0.00048394160320023,2003
"VT",0.00162816537881871,2003
"WA",0.00205693430169673,2003
"WI",0.00456200118523498,2003
"WV",0.00167417909916136,2003
"WY",0.000339939849767606,2003
"AK",0.000691384134578235,2004
"AL",0.00976525594906828,2004
"AR",0.00167755667680742,2004
"AZ",0.00151739487988559,2004
"CA",0.00594784229281644,2004
"CO",0.00758839319177475,2004
"CT",0.00236383177279919,2004
"DC",0.00343384719304655,2004
"DE",0.00530506078563309,2004
"FL",0.0468784666909946,2004
"GA",0.00251105379974036,2004
"HI",0.000579647958496463,2004
"IA",0.00334923581244548,2004
"ID",0.000996242937935933,2004
"IL",0.0170719268346158,2004
"IN",0.249391637044657,2004
"KS",0.00218925742878302,2004
"KY",0.00312398120646053,2004
"LA",0.00350620289946032,2004
"MA",0.00352577839479889,2004
"MD",0.00369252251719215,2004
"ME",0.00167719444131459,2004
"MI",0.00745080373467068,2004
"MN",0.00630585140003657,2004
"MO",0.622441204470513,2004
"MS",0.00264323040790264,2004
"MT",0.00074882527904089,2004
"NC",0.00194731132070853,2004
"ND",0.00101987315301466,2004
"NE",0.00142078623784156,2004
"NH",0.00228815600356928,2004
"NJ",0.00791102546818231,2004
"NM",0.000737172696852464,2004
"NV",0.00136275280525392,2004
"NY",0.014124781597337,2004
"OH",0.00861179899143075,2004
"OK",0.00155556875871315,2004
"OR",0.00224319635235417,2004
"PA",0.0247165159064966,2004
"PR",0.000866470586761887,2004
"RI",0.00411300802669342,2004
"SC",0.00236124536348113,2004
"SD",0.000913807946955592,2004
"TN",0.0387712081405491,2004
"TX",0.0191192762120776,2004
"UT",0.00478620407698182,2004
"VA",0.00339288152048166,2004
"VI",0.00209090278154791,2004
"VT",0.00187372780697229,2004
"WA",0.00208693109046593,2004
"WI",0.0045644270549019,2004
"WV",0.00266285713235787,2004
"WY",0.000509775474538417,2004
"AK",0.000677130101431263,2005
"AL",0.0299551944509442,2005
"AR",0.00195367284084815,2005
"AZ",0.00185632711403233,2005
"CA",0.0053463962815728,2005
"CO",0.0165291851884192,2005
"CT",0.00256715686369788,2005
"DC",0.00397603875218694,2005
"DE",0.00747664643896338,2005
"FL",0.0377544007928598,2005
"GA",0.00253215917070913,2005
"HI",0.000748871731975932,2005
"IA",0.00371277524111666,2005
"ID",0.00121828402798039,2005
"IL",0.0167415510617941,2005
