"","id","time","name","lat","long","radious"
"1","2006329N06150",2006-11-24 12:00:00,"DURIAN",6.1,149.8,NA
"2","2006329N06150",2006-11-24 15:00:00,"DURIAN",6.2101,149.292,NA
"3","2006329N06150",2006-11-24 18:00:00,"DURIAN",6.4,148.8,NA
"4","2006329N06150",2006-11-24 21:00:00,"DURIAN",6.71996,148.335,NA
"5","2006329N06150",2006-11-25 00:00:00,"DURIAN",7.1,147.9,NA
"6","2006329N06150",2006-11-25 03:00:00,"DURIAN",7.46492,147.5,NA
"7","2006329N06150",2006-11-25 06:00:00,"DURIAN",8.4,147.133,NA
"8","2006329N06150",2006-11-25 09:00:00,"DURIAN",8.79325,146.64,NA
"9","2006329N06150",2006-11-25 12:00:00,"DURIAN",9.02,146.14,NA
"10","2006329N06150",2006-11-25 15:00:00,"DURIAN",9.22732,145.696,NA
"11","2006329N06150",2006-11-25 18:00:00,"DURIAN",9.36154,145.262,NA
"12","2006329N06150",2006-11-25 21:00:00,"DURIAN",9.56177,144.714,NA
"13","2006329N06150",2006-11-26 00:00:00,"DURIAN",9.76,144.107,NA
"14","2006329N06150",2006-11-26 03:00:00,"DURIAN",9.88498,143.471,NA
"15","2006329N06150",2006-11-26 06:00:00,"DURIAN",9.975,142.825,NA
"16","2006329N06150",2006-11-26 09:00:00,"DURIAN",10.0699,142.231,NA
"17","2006329N06150",2006-11-26 12:00:00,"DURIAN",10.15,141.675,32.5
"18","2006329N06150",2006-11-26 15:00:00,"DURIAN",10.2218,141.137,32.5
"19","2006329N06150",2006-11-26 18:00:00,"DURIAN",10.275,140.625,32.5
"20","2006329N06150",2006-11-26 21:00:00,"DURIAN",10.2943,140.128,32.5
"21","2006329N06150",2006-11-27 00:00:00,"DURIAN",10.325,139.65,32.5
"22","2006329N06150",2006-11-27 03:00:00,"DURIAN",10.4155,139.195,38.75
"23","2006329N06150",2006-11-27 06:00:00,"DURIAN",10.525,138.725,45
"24","2006329N06150",2006-11-27 09:00:00,"DURIAN",10.618,138.223,46
"25","2006329N06150",2006-11-27 12:00:00,"DURIAN",10.7,137.65,47.5
"26","2006329N06150",2006-11-27 15:00:00,"DURIAN",10.7398,136.995,51.75
"27","2006329N06150",2006-11-27 18:00:00,"DURIAN",10.825,136.25,56.25
"28","2006329N06150",2006-11-27 21:00:00,"DURIAN",11.0326,135.418,57.75
"29","2006329N06150",2006-11-28 00:00:00,"DURIAN",11.3,134.575,60
"30","2006329N06150",2006-11-28 03:00:00,"DURIAN",11.5715,133.826,61.5
"31","2006329N06150",2006-11-28 06:00:00,"DURIAN",11.825,133.1,63.75
"32","2006329N06150",2006-11-28 09:00:00,"DURIAN",12.0092,132.337,65.25
"33","2006329N06150",2006-11-28 12:00:00,"DURIAN",12.175,131.575,67.5
"34","2006329N06150",2006-11-28 15:00:00,"DURIAN",12.3748,130.836,74.5
"35","2006329N06150",2006-11-28 18:00:00,"DURIAN",12.575,130.1,82.5
"36","2006329N06150",2006-11-28 21:00:00,"DURIAN",12.763,129.337,89.75
"37","2006329N06150",2006-11-29 00:00:00,"DURIAN",12.925,128.6,97.5
"38","2006329N06150",2006-11-29 03:00:00,"DURIAN",13.0543,127.909,109.25
"39","2006329N06150",2006-11-29 06:00:00,"DURIAN",13.15,127.3,121.25
"40","2006329N06150",2006-11-29 09:00:00,"DURIAN",13.2216,126.799,121.75
"41","2006329N06150",2006-11-29 12:00:00,"DURIAN",13.275,126.35,122.5
"42","2006329N06150",2006-11-29 15:00:00,"DURIAN",13.3325,125.864,121
"43","2006329N06150",2006-11-29 18:00:00,"DURIAN",13.375,125.4,120
"44","2006329N06150",2006-11-29 21:00:00,"DURIAN",13.3929,125.007,117.5
"45","2006329N06150",2006-11-30 00:00:00,"DURIAN",13.4,124.6,115
"46","2006329N06150",2006-11-30 03:00:00,"DURIAN",13.4087,124.101,116.25
"47","2006329N06150",2006-11-30 06:00:00,"DURIAN",13.425,123.55,117.5
"48","2006329N06150",2006-11-30 09:00:00,"DURIAN",13.4643,122.986,113.75
"49","2006329N06150",2006-11-30 12:00:00,"DURIAN",13.5,122.4,110
"50","2006329N06150",2006-11-30 15:00:00,"DURIAN",13.4999,121.798,110
"51","2006329N06150",2006-11-30 18:00:00,"DURIAN",13.5,121.2,110
"52","2006329N06150",2006-11-30 21:00:00,"DURIAN",13.5375,120.606,101.5
"53","2006329N06150",2006-12-01 00:00:00,"DURIAN",13.575,120.075,93.75
"54","2006329N06150",2006-12-01 03:00:00,"DURIAN",13.5823,119.656,100.25
"55","2006329N06150",2006-12-01 06:00:00,"DURIAN",13.575,119.3,107.5
"56","2006329N06150",2006-12-01 09:00:00,"DURIAN",13.5643,118.956,101.25
"57","2006329N06150",2006-12-01 12:00:00,"DURIAN",13.55,118.6,95
"58","2006329N06150",2006-12-01 15:00:00,"DURIAN",13.5281,118.181,95
"59","2006329N06150",2006-12-01 18:00:00,"DURIAN",13.525,117.75,95
"60","2006329N06150",2006-12-01 21:00:00,"DURIAN",13.5675,117.346,93.5
"61","2006329N06150",2006-12-02 00:00:00,"DURIAN",13.625,116.975,92.5
"62","2006329N06150",2006-12-02 03:00:00,"DURIAN",13.6567,116.662,89.5
"63","2006329N06150",2006-12-02 06:00:00,"DURIAN",13.7,116.35,87.5
"64","2006329N06150",2006-12-02 09:00:00,"DURIAN",13.7912,115.983,87.5
"65","2006329N06150",2006-12-02 12:00:00,"DURIAN",13.875,115.575,87.5
"66","2006329N06150",2006-12-02 15:00:00,"DURIAN",13.9063,115.121,92.5
"67","2006329N06150",2006-12-02 18:00:00,"DURIAN",13.9,114.675,97.5
"68","2006329N06150",2006-12-02 21:00:00,"DURIAN",13.8718,114.297,94.25
"69","2006329N06150",2006-12-03 00:00:00,"DURIAN",13.825,113.95,91.25
"70","2006329N06150",2006-12-03 03:00:00,"DURIAN",13.7881,113.583,94.25
"71","2006329N06150",2006-12-03 06:00:00,"DURIAN",13.725,113.25,97.5
"72","2006329N06150",2006-12-03 09:00:00,"DURIAN",13.6205,113,97.5
"73","2006329N06150",2006-12-03 12:00:00,"DURIAN",13.475,112.75,97.5
"74","2006329N06150",2006-12-03 15:00:00,"DURIAN",13.31,112.419,93.5
"75","2006329N06150",2006-12-03 18:00:00,"DURIAN",13.1,112.05,90
"76","2006329N06150",2006-12-03 21:00:00,"DURIAN",12.8605,111.688,86.25
"77","2006329N06150",2006-12-04 00:00:00,"DURIAN",12.55,111.3,82.5
"78","2006329N06150",2006-12-04 03:00:00,"DURIAN",12.14,110.868,72.25
"79","2006329N06150",2006-12-04 06:00:00,"DURIAN",11.7,110.425,62.5
"80","2006329N06150",2006-12-04 09:00:00,"DURIAN",11.3004,110.041,64
"81","2006329N06150",2006-12-04 12:00:00,"DURIAN",10.95,109.6,66.25
"82","2006329N06150",2006-12-04 15:00:00,"DURIAN",10.6631,109.013,71
"83","2006329N06150",2006-12-04 18:00:00,"DURIAN",10.425,108.35,76.25
"84","2006329N06150",2006-12-04 21:00:00,"DURIAN",10.2311,107.693,76.25
"85","2006329N06150",2006-12-05 00:00:00,"DURIAN",10,107.014,76.25
"86","2006329N06150",2006-12-05 03:00:00,"DURIAN",9.62685,106.352,67.75
"87","2006329N06150",2006-12-05 06:00:00,"DURIAN",9.21,105.61,60
"88","2006329N06150",2006-12-05 09:00:00,"DURIAN",8.84286,104.59,60
"89","2006329N06150",2006-12-05 12:00:00,"DURIAN",8.65,103.6,60
"90","2006329N06150",2006-12-05 15:00:00,"DURIAN",8.73581,102.782,NA
"91","2006329N06150",2006-12-05 18:00:00,"DURIAN",8.9,102.1,NA
"92","2006329N06150",2006-12-05 21:00:00,"DURIAN",8.9969,101.391,NA
"93","2006329N06150",2006-12-06 00:00:00,"DURIAN",9.1,100.72,NA
"94","2006329N06150",2006-12-06 03:00:00,"DURIAN",9.24984,100.22,NA
"95","2006329N06150",2006-12-06 06:00:00,"DURIAN",9.5,99.5,NA
"96","2006329N06150",2006-12-06 09:00:00,"DURIAN",9.71487,98.8199,NA
"97","2006329N06150",2006-12-06 12:00:00,"DURIAN",9.9,98.2,NA
"98","2006329N06150",2006-12-06 15:00:00,"DURIAN",10.0647,97.6574,NA
"99","2006329N06150",2006-12-06 18:00:00,"DURIAN",10.2,97.1,NA
"100","2006329N06150",2006-12-06 21:00:00,"DURIAN",10.3001,96.4074,NA
"101","2006329N06150",2006-12-07 00:00:00,"DURIAN",10.4,95.7,NA
"102","2006329N06150",2006-12-07 03:00:00,"DURIAN",10.5648,95.0776,NA
"103","2006329N06150",2006-12-07 06:00:00,"DURIAN",10.7,94.5,NA
"104","2006329N06150",2006-12-07 09:00:00,"DURIAN",10.7223,93.9499,NA
"105","2006329N06150",2006-12-07 12:00:00,"DURIAN",10.7,93.4,NA
"106","2006329N06150",2006-12-07 15:00:00,"DURIAN",10.7,92.7925,NA
"107","2006329N06150",2006-12-07 18:00:00,"DURIAN",10.7,92.2,NA
"108","2006329N06150",2006-12-07 21:00:00,"DURIAN",10.6922,91.7149,NA
"109","2006329N06150",2006-12-08 00:00:00,"DURIAN",10.7,91.2,NA
"110","2006329N06150",2006-12-08 03:00:00,"DURIAN",10.7427,90.5075,NA
"111","2006329N06150",2006-12-08 06:00:00,"DURIAN",10.8,89.8,NA
"112","2006329N06150",2006-12-08 09:00:00,"DURIAN",10.8421,89.2499,NA
"113","2006329N06150",2006-12-08 12:00:00,"DURIAN",10.9,88.7,NA
"114","2006329N06150",2006-12-08 15:00:00,"DURIAN",11,88.0151,NA
"115","2006329N06150",2006-12-08 18:00:00,"DURIAN",11.1,87.3,NA
"116","2006329N06150",2006-12-08 21:00:00,"DURIAN",11.1497,86.6574,NA
"117","2006329N06150",2006-12-09 00:00:00,"DURIAN",11.2,86,NA
"118","2006329N06150",2006-12-09 03:00:00,"DURIAN",11.3001,85.2426,NA
"119","2006329N06150",2006-12-09 06:00:00,"DURIAN",11.4,84.5,NA
"120","2006329N06150",2006-12-09 09:00:00,"DURIAN",11.4496,83.8998,NA
"121","2006329N06150",2006-12-09 12:00:00,"DURIAN",11.5,83.3,NA
"122","2006329N06150",2006-12-09 15:00:00,"DURIAN",11.5881,82.5877,NA
"123","2006329N06150",2006-12-09 18:00:00,"DURIAN",11.7,81.8,NA
"124","2008169N08135",2008-06-17 06:00:00,"FENGSHEN",7.5,135.1,NA
"125","2008169N08135",2008-06-17 09:00:00,"FENGSHEN",7.64253,134.85,NA
"126","2008169N08135",2008-06-17 12:00:00,"FENGSHEN",7.8,134.6,NA
"127","2008169N08135",2008-06-17 15:00:00,"FENGSHEN",7.98499,134.35,NA
"128","2008169N08135",2008-06-17 18:00:00,"FENGSHEN",8.26667,134.133,NA
"129","2008169N08135",2008-06-17 21:00:00,"FENGSHEN",8.48194,133.811,NA
"130","2008169N08135",2008-06-18 00:00:00,"FENGSHEN",8.67,133.48,NA
"131","2008169N08135",2008-06-18 03:00:00,"FENGSHEN",8.85244,133.192,NA
"132","2008169N08135",2008-06-18 06:00:00,"FENGSHEN",9.03333,132.933,NA
"133","2008169N08135",2008-06-18 09:00:00,"FENGSHEN",9.19079,132.651,NA
"134","2008169N08135",2008-06-18 12:00:00,"FENGSHEN",9.31538,132.385,NA
"135","2008169N08135",2008-06-18 15:00:00,"FENGSHEN",9.45362,132.02,NA
"136","2008169N08135",2008-06-18 18:00:00,"FENGSHEN",9.58,131.633,NA
"137","2008169N08135",2008-06-18 21:00:00,"FENGSHEN",9.66923,131.315,NA
"138","2008169N08135",2008-06-19 00:00:00,"FENGSHEN",9.775,130.95,41.25
"139","2008169N08135",2008-06-19 03:00:00,"FENGSHEN",9.95877,130.453,49
"140","2008169N08135",2008-06-19 06:00:00,"FENGSHEN",10.15,129.9,57.5
"141","2008169N08135",2008-06-19 09:00:00,"FENGSHEN",10.2786,129.368,57.5
"142","2008169N08135",2008-06-19 12:00:00,"FENGSHEN",10.4,128.825,57.5
"143","2008169N08135",2008-06-19 15:00:00,"FENGSHEN",10.5549,128.264,57.75
"144","2008169N08135",2008-06-19 18:00:00,"FENGSHEN",10.725,127.7,58.75
"145","2008169N08135",2008-06-19 21:00:00,"FENGSHEN",10.8924,127.157,57
"146","2008169N08135",2008-06-20 00:00:00,"FENGSHEN",11.075,126.6,56.25
"147","2008169N08135",2008-06-20 03:00:00,"FENGSHEN",11.3025,125.989,64.75
"148","2008169N08135",2008-06-20 06:00:00,"FENGSHEN",11.5,125.375,73.75
"149","2008169N08135",2008-06-20 09:00:00,"FENGSHEN",11.6031,124.777,77.25
"150","2008169N08135",2008-06-20 12:00:00,"FENGSHEN",11.65,124.25,81.25
"151","2008169N08135",2008-06-20 15:00:00,"FENGSHEN",11.6711,123.849,81.25
"152","2008169N08135",2008-06-20 18:00:00,"FENGSHEN",11.7,123.5,81.25
"153","2008169N08135",2008-06-20 21:00:00,"FENGSHEN",11.7775,123.092,83.25
"154","2008169N08135",2008-06-21 00:00:00,"FENGSHEN",11.9,122.725,86.25
"155","2008169N08135",2008-06-21 03:00:00,"FENGSHEN",12.0393,122.459,98.5
"156","2008169N08135",2008-06-21 06:00:00,"FENGSHEN",12.25,122.25,111.25
"157","2008169N08135",2008-06-21 09:00:00,"FENGSHEN",12.5387,122.035,111
"158","2008169N08135",2008-06-21 12:00:00,"FENGSHEN",12.925,121.85,111.25
"159","2008169N08135",2008-06-21 15:00:00,"FENGSHEN",13.4156,121.725,111.25
"160","2008169N08135",2008-06-21 18:00:00,"FENGSHEN",13.925,121.575,111.25
"161","2008169N08135",2008-06-21 21:00:00,"FENGSHEN",14.3438,121.31,101.5
"162","2008169N08135",2008-06-22 00:00:00,"FENGSHEN",14.725,121,92.5
"163","2008169N08135",2008-06-22 03:00:00,"FENGSHEN",15.1167,120.74,91
"164","2008169N08135",2008-06-22 06:00:00,"FENGSHEN",15.475,120.425,90
"165","2008169N08135",2008-06-22 09:00:00,"FENGSHEN",15.7887,119.987,88.25
"166","2008169N08135",2008-06-22 12:00:00,"FENGSHEN",16.05,119.475,87.5
"167","2008169N08135",2008-06-22 15:00:00,"FENGSHEN",16.2501,118.917,88.5
"168","2008169N08135",2008-06-22 18:00:00,"FENGSHEN",16.45,118.4,90
"169","2008169N08135",2008-06-22 21:00:00,"FENGSHEN",16.7335,118.027,90
"170","2008169N08135",2008-06-23 00:00:00,"FENGSHEN",17.025,117.725,90
"171","2008169N08135",2008-06-23 03:00:00,"FENGSHEN",17.2556,117.414,84.75
"172","2008169N08135",2008-06-23 06:00:00,"FENGSHEN",17.475,117.125,80
"173","2008169N08135",2008-06-23 09:00:00,"FENGSHEN",17.7081,116.851,74.75
"174","2008169N08135",2008-06-23 12:00:00,"FENGSHEN",17.975,116.6,70
"175","2008169N08135",2008-06-23 15:00:00,"FENGSHEN",18.2825,116.362,70
"176","2008169N08135",2008-06-23 18:00:00,"FENGSHEN",18.65,116.15,70
"177","2008169N08135",2008-06-23 21:00:00,"FENGSHEN",19.0793,115.975,74.75
"178","2008169N08135",2008-06-24 00:00:00,"FENGSHEN",19.55,115.8,80
"179","2008169N08135",2008-06-24 03:00:00,"FENGSHEN",20.04,115.577,77.75
"180","2008169N08135",2008-06-24 06:00:00,"FENGSHEN",20.5,115.35,76.25
"181","2008169N08135",2008-06-24 09:00:00,"FENGSHEN",20.8574,115.16,79.75
"182","2008169N08135",2008-06-24 12:00:00,"FENGSHEN",21.2,114.975,83.75
"183","2008169N08135",2008-06-24 15:00:00,"FENGSHEN",21.6231,114.766,83.75
"184","2008169N08135",2008-06-24 18:00:00,"FENGSHEN",22.05,114.55,83.75
"185","2008169N08135",2008-06-24 21:00:00,"FENGSHEN",22.4444,114.332,83.75
"186","2008169N08135",2008-06-25 00:00:00,"FENGSHEN",22.775,114.125,83.75
"187","2008169N08135",2008-06-25 03:00:00,"FENGSHEN",23.0081,113.92,71.5
"188","2008169N08135",2008-06-25 06:00:00,"FENGSHEN",23.2,113.775,60
"189","2008169N08135",2008-06-25 09:00:00,"FENGSHEN",23.4175,113.74,NA
"190","2008169N08135",2008-06-25 12:00:00,"FENGSHEN",23.6929,113.743,NA
"191","2008169N08135",2008-06-25 15:00:00,"FENGSHEN",23.9921,113.721,NA
"192","2008169N08135",2008-06-25 18:00:00,"FENGSHEN",24.31,113.7,NA
"193","2008169N08135",2008-06-25 21:00:00,"FENGSHEN",24.6787,113.659,NA
"194","2008169N08135",2008-06-26 00:00:00,"FENGSHEN",24.95,113.7,NA
"195","2008169N08135",2008-06-26 03:00:00,"FENGSHEN",25.1539,113.949,NA
"196","2008169N08135",2008-06-26 06:00:00,"FENGSHEN",25.35,114.25,NA
"197","2008169N08135",2008-06-26 09:00:00,"FENGSHEN",25.5999,114.433,NA
"198","2008169N08135",2008-06-26 12:00:00,"FENGSHEN",25.85,114.6,NA
"199","2008169N08135",2008-06-26 15:00:00,"FENGSHEN",26.0087,114.811,NA
"200","2008169N08135",2008-06-26 18:00:00,"FENGSHEN",26.25,115.05,NA
"201","2008169N08135",2008-06-26 21:00:00,"FENGSHEN",26.7076,115.317,NA
"202","2008169N08135",2008-06-27 00:00:00,"FENGSHEN",27.3,115.6,NA
"203","2004258N16300",2004-09-13 18:00:00,"JEANNE",15.9,-60,NA
"204","2004258N16300",2004-09-13 21:00:00,"JEANNE",15.9259,-60.3139,NA
"205","2004258N16300",2004-09-14 00:00:00,"JEANNE",16,-60.7,NA
"206","2004258N16300",2004-09-14 03:00:00,"JEANNE",16.1465,-61.1665,NA
"207","2004258N16300",2004-09-14 04:00:00,"JEANNE",16.2,-61.3,NA
"208","2004258N16300",2004-09-14 06:00:00,"JEANNE",16.3,-61.5,NA
"209","2004258N16300",2004-09-14 09:00:00,"JEANNE",16.3606,-62.0049,NA
"210","2004258N16300",2004-09-14 12:00:00,"JEANNE",16.4,-62.6,25
"211","2004258N16300",2004-09-14 15:00:00,"JEANNE",16.5275,-63.0949,29.6666666666667
"212","2004258N16300",2004-09-14 18:00:00,"JEANNE",16.7,-63.5,35
"213","2004258N16300",2004-09-14 21:00:00,"JEANNE",16.9147,-63.7575,35
"214","2004258N16300",2004-09-15 00:00:00,"JEANNE",17.1,-64,35
"215","2004258N16300",2004-09-15 03:00:00,"JEANNE",17.1501,-64.3927,35
"216","2004258N16300",2004-09-15 06:00:00,"JEANNE",17.2,-64.8,35
"217","2004258N16300",2004-09-15 09:00:00,"JEANNE",17.3603,-65.087,42
"218","2004258N16300",2004-09-15 12:00:00,"JEANNE",17.6,-65.4,50
"219","2004258N16300",2004-09-15 15:00:00,"JEANNE",17.9166,-65.8647,55
"220","2004258N16300",2004-09-15 16:00:00,"JEANNE",18,-66,56
"221","2004258N16300",2004-09-15 18:00:00,"JEANNE",18.1,-66.2,60
"222","2004258N16300",2004-09-15 21:00:00,"JEANNE",18.3079,-66.6278,56.25
"223","2004258N16300",2004-09-16 00:00:00,"JEANNE",18.5,-67.1,52.5
"224","2004258N16300",2004-09-16 03:00:00,"JEANNE",18.5801,-67.473,39.75
"225","2004258N16300",2004-09-16 06:00:00,"JEANNE",18.6,-67.8,27.5
"226","2004258N16300",2004-09-16 09:00:00,"JEANNE",18.6035,-68.0329,27.5
"227","2004258N16300",2004-09-16 11:00:00,"JEANNE",18.6,-68.3,27.5
"228","2004258N16300",2004-09-16 12:00:00,"JEANNE",18.6,-68.5,27.5
"229","2004258N16300",2004-09-16 15:00:00,"JEANNE",18.6608,-68.8505,39.75
"230","2004258N16300",2004-09-16 18:00:00,"JEANNE",18.8,-69,52.5
"231","2004258N16300",2004-09-16 21:00:00,"JEANNE",18.9999,-69.2,52.5
"232","2004258N16300",2004-09-17 00:00:00,"JEANNE",19.2,-69.4,52.5
"233","2004258N16300",2004-09-17 03:00:00,"JEANNE",19.3074,-69.6202,52.5
"234","2004258N16300",2004-09-17 06:00:00,"JEANNE",19.4,-69.9,52.5
"235","2004258N16300",2004-09-17 09:00:00,"JEANNE",19.5425,-70.27,96.3333333333333
"236","2004258N16300",2004-09-17 12:00:00,"JEANNE",19.7,-70.7,133.333333333333
"237","2004258N16300",2004-09-17 15:00:00,"JEANNE",19.8577,-71.1799,66.3333333333333
"238","2004258N16300",2004-09-17 18:00:00,"JEANNE",20,-71.6,NA
"239","2004258N16300",2004-09-17 21:00:00,"JEANNE",20.1073,-71.8302,7
"240","2004258N16300",2004-09-18 00:00:00,"JEANNE",20.2,-72,15
"241","2004258N16300",2004-09-18 03:00:00,"JEANNE",20.2551,-72.2576,31
"242","2004258N16300",2004-09-18 06:00:00,"JEANNE",20.4,-72.5,47.5
"243","2004258N16300",2004-09-18 09:00:00,"JEANNE",20.7774,-72.7246,47.5
"244","2004258N16300",2004-09-18 12:00:00,"JEANNE",21.2,-72.8,48.3333333333333
"245","2004258N16300",2004-09-18 15:00:00,"JEANNE",21.4727,-72.5804,68.5
"246","2004258N16300",2004-09-18 18:00:00,"JEANNE",21.7,-72.3,75
"247","2004258N16300",2004-09-18 21:00:00,"JEANNE",21.9424,-72.2049,75
"248","2004258N16300",2004-09-19 00:00:00,"JEANNE",22.2,-72.2,75
"249","2004258N16300",2004-09-19 03:00:00,"JEANNE",22.485,-72.2275,75
"250","2004258N16300",2004-09-19 06:00:00,"JEANNE",22.8,-72.3,75
"251","2004258N16300",2004-09-19 09:00:00,"JEANNE",23.1425,-72.4222,75
"252","2004258N16300",2004-09-19 12:00:00,"JEANNE",23.5,-72.5,75
"253","2004258N16300",2004-09-19 15:00:00,"JEANNE",23.8575,-72.4302,75
